,self_acceptUp,self_cue_times,self_decision_times,self_decisions,self_punishment_values,self_response_times,self_reward_values,self_trial_times,self_punishment_reward_ratio,self_prob_reject,self_prob_accept,self_SV,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_self_acceptUp,harm_self_cue_times,harm_self_decision_times,harm_self_decisions,harm_self_punishment_values,harm_self_response_times,harm_self_reward_values,harm_self_trial_times,harm_self_punishment_reward_ratio,other_acceptUp,other_cue_times,other_decision_times,other_decisions,other_punishment_values,other_response_times,other_reward_values,other_trial_times,other_punishment_reward_ratio
48,1,221.8931865391787,0.4481051684124395,1,88,223.3602356776828,96,222.91072172130225,0.9166666666666666,4.292122213200855e-13,0.9999999999995708,28.476824909908395,0,216.5288216828485,0.5627925921580754,0,15,218.11191369965672,42,217.5472062463523,0.35714285714285715,1,205.68138440471375,0.41486393701052293,0,45,207.11511290451745,40,206.6987659081351,1.125,0,215.01312155945925,0.27941249671857804,0,40,216.31248582713306,15,216.0317842460354,2.6666666666666665
49,0,225.85856930993032,1.114576016436331,1,80,227.99213788897032,60,226.87603101070272,1.3333333333333333,0.0002435612736888526,0.9997564387263111,8.319898418831555,1,220.6100549371913,0.548288318736013,0,4,222.17782411404187,22,221.6274230084964,0.18181818181818182,0,209.61329720367212,0.381581224151887,0,28,211.01340363314375,41,210.63063959602732,0.6829268292682927,0,218.81106795283267,0.5314745181822218,0,7,220.3611478737439,54,219.82844036986353,0.12962962962962962
50,1,230.4903466819087,0.7813889873796143,1,4,232.2907957874122,22,231.50784986413782,0.18181818181818182,8.636496962033391e-09,0.999999991363503,18.567268771917774,1,224.67541187093593,0.5650503663346171,0,40,226.25889104767703,93,225.69235722685698,0.43010752688172044,0,213.5122227955144,0.7647466433700174,0,80,215.29582096461672,60,214.52955057058716,1.3333333333333333,1,222.8597394808894,0.381501026742626,0,87,224.25968195998576,89,223.87700720666908,0.9775280898876404
51,1,234.7889259631629,0.7450406004791148,1,56,236.5559785782243,46,235.80940869625192,1.2173913043478262,3.6117541205471504e-05,0.9999638824587945,10.228695786477317,1,228.75716621091124,0.7481370893656276,0,88,230.52419275190914,96,229.77454257849604,0.9166666666666666,1,217.79564595257398,0.4300461352104321,0,72,219.2452476124745,51,218.81312543113017,1.411764705882353,0,226.75833164114738,0.89798969210824,0,62,228.67503142706119,16,227.775808749313,3.875
52,0,239.05414035887225,0.5815556242014281,1,59,240.6548118047649,65,240.0715882325312,0.9076923076923077,4.896552052713332e-10,0.9999999995103448,21.43731963473259,0,233.02241576701635,0.8123862718348391,0,62,234.8392132911249,16,234.02540282404516,3.875,0,221.74352870159782,0.31328464072430506,0,87,223.07674298982602,85,222.76174101850484,1.0235294117647058,1,231.17356377508258,0.8811976198339835,0,16,233.07352126651676,10,232.19103930302663,1.6
53,0,243.15290484478464,1.2644649647991173,1,71,245.43625215010252,64,244.17033257032745,1.109375,2.5703233752505383e-07,0.9999997429676625,15.174063675988632,1,237.3376859849086,0.664746011258103,0,33,239.0214292994351,25,238.35508566111093,1.32,1,225.57561192993307,0.6979299588711001,0,3,227.29227924183942,18,226.59256637224462,0.16666666666666666,0,235.5729812179925,0.7628392883343622,0,24,237.35563163552433,90,236.59142029995564,0.26666666666666666
54,0,247.93472247355385,1.8478200923418626,1,41,250.80135656084167,22,248.95195306360256,1.8636363636363635,0.21388158298501614,0.7861184170149839,1.301684927531707,0,241.5205688563874,0.4143029502592981,0,38,242.95395641843788,43,242.5377753477078,0.8837209302325582,0,229.79016289953142,0.2646893595228903,0,28,231.0740980557748,18,230.80772652605083,1.5555555555555556,1,239.85510896967025,1.0123946471139789,0,17,241.88735543726943,82,240.87363219965482,0.2073170731707317
55,0,253.29949858842883,0.764730840921402,1,12,255.0832903375267,23,254.31692433869466,0.5217391304347826,1.8595206519034235e-07,0.9999998140479348,15.497776724525512,1,245.4518724710797,1.4471945525729097,0,58,247.91881178261247,6,246.46979362796992,9.666666666666666,0,233.57212354033254,0.581337945535779,0,14,235.17222728341585,57,234.5896243522293,0.24561403508771928,0,244.3859324271325,0.7312983999727294,0,78,246.1358465013327,65,245.40331274532946,1.2
56,1,257.5823094007792,0.5477383937104605,1,54,259.14894435723545,78,258.5994194971863,0.6923076923076923,8.43769498715119e-15,0.9999999999999916,32.406067229390764,1,250.41770284611266,0.4981586202047765,0,15,251.9338802032289,19,251.4341547706863,0.7894736842105263,1,237.6707971622236,0.6647547026514076,0,53,239.35417346499162,55,238.68815259158146,0.9636363636363636,1,248.6344467998715,0.8646433743997477,0,43,250.5176754288259,93,249.6518172415672,0.46236559139784944
57,1,261.6470729527646,1.2813708146568388,1,43,263.94732887338614,93,262.664616431226,0.46236559139784944,0.0,1.0,inf,1,254.433327117702,1.1973488239455037,0,14,256.6488874683855,8,255.4499860543292,1.75,1,241.85268685006304,0.4980416821199469,0,40,243.36947615689132,93,242.87018371134764,0.43010752688172044,0,253.0163093075389,1.0814402663963847,0,86,255.11626174219418,59,254.03367974923458,1.4576271186440677
58,1,266.4451742101228,0.49779042322188616,1,26,267.9627358613652,84,267.4631293422426,0.30952380952380953,0.0,1.0,inf,0,259.147277989483,0.6147071767481975,0,62,260.7808212846285,17,260.1645927275531,3.6470588235294117,0,245.8689574416494,0.1478539885720238,0,60,247.03546542546246,40,246.88614141452126,1.5,0,257.615100262512,0.6813745281542651,0,43,259.3148727863445,7,258.63228542055003,6.142857142857143
59,1,270.46164944331395,0.5814058960531838,1,25,272.0609650394763,37,271.477739887021,0.6756756756756757,7.3984836035378976e-09,0.9999999926015164,18.72199076877728,1,263.2802800508798,0.9460950975189917,0,6,265.2472335845814,8,264.2989123177831,0.75,1,249.53350355202565,0.4814186960575171,0,42,251.03372360102367,67,250.55103675887221,0.6268656716417911,1,261.8149826133158,0.5800646636052988,0,24,263.4134749021614,69,262.83226100576576,0.34782608695652173
60,0,281.5923020763439,1.1264412816381082,0,62,283.74088100204244,17,282.61260466155363,3.6470588235294117,0.9999926126663506,7.387333649304096e-06,-11.81573630598535,1,274.7767063281499,0.7120127020170912,0,42,276.50924601004226,39,275.7955309897661,1.0769230769230769,0,260.56617589545203,0.4125800887704827,0,62,261.9968944246648,17,261.582959276333,3.6470588235294117,0,272.9443864582572,0.5828885603696108,0,12,274.5450867435429,23,273.9609256913536,0.5217391304347826
61,0,286.2403630769695,0.5315468143671751,1,14,287.7891246789368,57,287.2559506078833,0.24561403508771928,0.0,1.0,inf,1,279.00742043269565,0.23133395542390645,0,69,280.2577825062326,61,280.02481378795346,1.1311475409836065,1,264.49527704453794,0.7286013177945279,0,19,266.2451863780152,37,265.5153469387442,0.5135135135135135,0,277.04251568589825,0.6481190745835193,0,9,278.70831334980903,7,278.05907388194464,1.2857142857142858
62,1,290.28724181768484,0.5647912062122487,1,55,291.87109630246414,95,291.3047054937924,0.5789473684210527,0.0,1.0,inf,1,282.75603831146145,0.41465534473536536,0,58,284.1896858236869,58,283.77353359240806,1.0,1,268.7439514169819,0.5979870056034997,0,46,270.3605600228184,36,269.7614000807516,1.2777777777777777,0,281.2070791788865,0.09831214090809226,0,45,282.3239848706871,60,282.22447806497803,0.75
63,1,294.36921936715953,0.9813321776455268,1,46,296.36948208278045,36,295.38664551248075,1.2777777777777777,0.0002588512286867406,0.9997411487713133,8.25899818317787,1,286.68802419671556,0.5145884213852696,0,26,288.2216735262191,84,287.70545429259073,0.30952380952380953,0,272.85915479046525,0.6501204540836625,0,45,274.527909091732,92,273.8765777752851,0.4891304347826087,1,284.8224702064181,1.064583404106088,0,26,286.90577990195015,84,285.8399548208108,0.30952380952380953
64,0,298.8691209969693,1.596643402823247,0,78,301.48546807235107,34,299.88660482119303,2.2941176470588234,0.9996648553003114,0.0003351446996886387,-8.000612979155868,1,290.7226979197003,0.4133694208576344,0,14,292.1540623737965,57,291.7390088074608,0.24561403508771928,0,277.02456687478116,0.8978905317489989,0,6,278.9409928834066,26,278.0418290697271,0.23076923076923078,1,289.404290916631,0.413065223779995,0,3,290.83804944111034,18,290.42361651576357,0.16666666666666666
65,0,303.98341296450235,2.0141894096741453,0,40,307.0163179989322,15,305.0002232094994,2.6666666666666665,0.9466940394638597,0.053305960536140284,-2.8769278021300826,0,294.65229210502,0.8808922375901602,0,37,296.55250006518327,52,295.66985454637324,0.7115384615384616,0,281.4396856261883,0.8146922434680164,0,53,283.27311364247,57,282.45716984546743,0.9298245614035088,0,293.33737586188363,0.3144480956834741,0,58,294.67017691623187,58,294.3543547980371,1.0
66,0,309.51426605152665,0.9793627980398014,1,7,311.5144904462504,54,310.533607848105,0.12962962962962962,0.0,1.0,inf,0,299.0520702386857,0.8636027834145352,0,50,300.9349638558342,7,300.0693632484181,7.142857142857143,0,285.77153023757273,1.1478559639072046,0,71,287.9380966903991,69,286.7889848272898,1.0289855072463767,1,297.1694152384298,0.06423535529756919,0,69,298.2521678977646,61,298.1865928902989,1.1311475409836065
67,1,314.01277074526297,0.6961114925798029,1,53,315.7297217110754,55,315.03193199890666,0.9636363636363636,2.269610599459071e-08,0.999999977303894,17.60107244656649,1,303.43355309264734,0.7809319017687812,0,54,305.23315755749354,78,304.4506414607167,0.6923076923076923,0,290.4365970384679,0.8814804835710675,0,50,292.3368144801352,7,291.4539978998946,7.142857142857143,0,300.7504533326137,1.0478193812305108,0,56,302.81699268420925,59,301.76799602090614,0.9491525423728814
68,0,318.2280383557081,0.882113371451851,1,38,320.12938843749,43,319.24551585892914,0.8837209302325582,5.949654546810734e-08,0.9999999405034545,16.63734752594333,0,307.73120398033643,0.5479932081070729,0,56,309.2984414049424,59,308.74884187837597,0.9491525423728814,1,294.8351836678921,0.5647675025975332,0,97,296.4186984000844,61,295.85265208472265,1.5901639344262295,1,305.3155546617927,0.2817275548004545,0,32,306.61604248324875,16,306.3330665353569,2.0
69,0,322.6265775777283,1.3644849548581988,1,86,325.0100531199132,59,323.64402979711303,1.4576271186440677,0.007717886870783119,0.9922821131292169,4.856466849922307,0,311.7965312844608,0.7313213134766556,0,6,313.546785111248,26,312.8139258248848,0.23076923076923078,0,298.91741366137285,0.8975345817161724,0,77,300.8339720154763,72,299.9350938309799,1.0694444444444444,1,309.114672806405,0.5481370103661902,0,46,310.6812168987817,36,310.13178843370406,1.2777777777777777
70,0,327.5082334684557,0.9457498140982352,1,87,329.45795206644107,85,328.5110688220011,1.0235294117647058,3.983795515694055e-10,0.9999999996016204,21.643615917518982,0,316.0451396817225,0.931210775335785,0,96,317.9951798594557,89,317.06255555542884,1.0786516853932584,1,303.3333166090888,0.9147770235431381,0,52,305.26577814790653,68,304.3497215214302,0.7647058823529411,1,313.18085423269076,0.33090673631522804,0,25,314.5302553595975,37,314.19794141559396,0.6756756756756757
71,1,331.9566341426107,0.6147526088170707,1,15,333.590638078982,56,332.97431549738394,0.26785714285714285,2.220446049250313e-16,0.9999999999999998,36.04365338911715,0,320.4935036152019,0.631569174816832,0,22,322.14415503141936,31,321.51093015557854,0.7096774193548387,1,307.7642709898064,0.9314663799013942,0,50,309.71434711810434,62,308.7815979747684,0.8064516129032258,0,317.0288663247484,0.06441431795246899,0,60,318.1123778964393,61,318.04653543262975,0.9836065573770492
72,0,336.08873902028427,0.9479834896046668,0,95,338.0558248994639,16,337.1062643259065,5.9375,0.9999999999992192,7.808621946190185e-13,-27.878377707989692,0,324.64226071344456,0.6979986994410865,0,95,326.3593570617377,16,325.6597465130035,5.9375,0,312.2127980834921,0.9974660780862905,0,54,314.2304197840276,80,313.23199686798034,0.675,0,320.6105566647602,0.3815211748587899,0,12,322.0107195879682,3,321.62795634096256,4.0
73,0,340.553907667927,0.6813547751517035,1,28,342.2542850302416,18,341.57146576361265,1.5555555555555556,0.008893137080201896,0.9911068629197981,4.713542497244707,0,328.85778906423366,0.648886283277534,0,7,330.52590652694926,54,329.8746162969037,0.12962962962962962,1,316.72818097274285,0.5291661761584692,0,66,318.2782759059337,59,317.7477364974329,1.11864406779661,0,324.5093262074515,0.38150142185622826,0,22,325.90940063697053,31,325.5266768960864,0.7096774193548387
74,1,344.75257994653657,0.6478306799544953,1,16,346.4196979046683,10,345.7702423383598,1.6,0.006664099632313847,0.9933359003676862,5.004334019510585,0,333.02482326939935,0.3812829530215822,0,9,334.42345454072347,7,334.04050284955883,1.2857142857142858,1,320.7766952664824,0.9474679348641075,0,55,322.74301630735863,95,321.79444457177306,0.5789473684210527,0,328.4089779215865,0.364712905138731,0,38,329.79160289716674,43,329.4255440188572,0.8837209302325582
75,1,348.9178249199758,0.5815552291460335,1,37,350.5183233290445,54,349.93525067024166,0.6851851851851852,2.521294284463238e-11,0.9999999999747871,24.403663648290106,0,336.9217802717467,0.5311880988301709,0,60,338.47212132799905,40,337.9393103180919,1.5,1,325.2420871236245,0.7476408925722353,0,58,327.008741121972,58,326.259748725337,1.0,1,332.2901885784231,0.581082736083772,0,42,333.89030575356446,39,333.30792840226786,1.0769230769230769
76,0,353.0165491096559,0.6148008062154986,1,7,354.65025121934013,54,354.0339448352461,0.12962962962962962,0.0,1.0,inf,1,340.9710329346708,0.4437002370832488,0,53,342.43731604964705,40,341.9919431238086,1.325,0,329.50843652989715,0.46389773610280827,0,53,330.9910822857055,15,330.5256801569485,3.533333333333333,0,336.389831285167,0.38084641052410007,0,71,337.7893455180456,69,337.40703461604426,1.0289855072463767
77,1,357.148450925888,1.5796877752873115,0,94,359.7316926709027,46,358.15056608302984,2.0434782608695654,0.999449165659358,0.0005508343406419287,-7.503525460103186,1,344.9356287436676,1.0145271869259886,0,41,346.96909832040546,7,345.9529308397905,5.857142857142857,0,333.4899381887517,0.4469417134532705,0,55,334.956658241339,60,334.5081335180439,0.9166666666666666,1,340.28743816300994,0.8979861365514807,0,42,342.2041071342537,67,341.304863123165,0.6268656716417911
78,1,362.2300895129447,0.5980442895088345,1,53,363.84707026637625,40,363.2475160533213,1.325,0.000477263218764179,0.9995227367812358,7.646965020819668,1,349.46728222450474,0.8978533960180357,0,42,351.3842873927206,67,350.4848774559796,0.6268656716417911,1,337.454662787728,0.36478875688044354,0,16,338.83818613225594,10,338.4720766860992,1.6,1,344.70532510761404,0.5148467913386412,0,33,346.23612604656955,25,345.7200442941976,1.32
79,0,366.3455283428775,1.0313678517122753,1,77,368.39570307842223,72,367.3628193772747,1.0694444444444444,2.09087818170417e-08,0.9999999790912182,17.683096562685293,0,353.8833894188283,0.4642197109060362,0,60,355.3666084083379,61,354.9006109224865,0.9836065573770492,1,341.33658257924253,0.34795006742933765,0,33,342.7035283697187,25,342.35423825506587,1.32,1,348.7349270361592,0.8801467572920956,0,6,350.6354099588352,8,349.75368295708904,0.75
80,0,377.92622944992036,1.1476651493576355,1,37,380.0919101757463,52,378.9427208806155,0.7115384615384616,9.506595510799798e-11,0.999999999904934,23.076450200828194,0,364.8967274718452,0.5645419227075763,0,54,366.47922255133744,80,365.91310472990153,0.675,1,352.2341448151856,0.7977824430563487,0,28,354.04956713155843,82,353.2505564435851,0.34146341463414637,0,360.16545791132376,0.6811687013832852,0,80,361.8642886094749,60,361.1819114162354,1.3333333333333333
81,0,382.59001151210396,0.4983917062636465,1,60,384.1068972137873,70,383.60769602732034,0.8571428571428571,2.8284263819955413e-11,0.9999999999717157,24.288715514668343,1,368.9774076406029,1.0812573530711234,0,72,371.07767809944926,51,369.9948768476024,1.411764705882353,0,356.54825157806044,0.3317924633738585,0,60,357.8983780371491,61,357.5653269091272,0.9836065573770492,1,364.3627972538234,0.4316026759915985,0,75,365.81312740640715,70,365.38027831260115,1.0714285714285714
82,1,386.6056022035191,1.3146242929506116,0,58,388.93865649198415,6,387.6229181267554,9.666666666666666,0.9999999677215338,3.227846619009586e-08,-17.248865478191394,1,373.5759520775173,0.5814461922855116,0,46,375.17639912862796,40,374.59336479072226,1.15,1,360.3968661382678,0.6980611190665513,0,15,362.113546487235,42,361.4142519873567,0.35714285714285715,0,368.3123969383887,0.48100269673159346,0,54,369.8119718526723,80,369.3295769606484,0.675
83,0,391.437181728892,0.9124153482844122,1,14,393.35396645299625,7,392.4400783168967,2.0,0.01895059785238784,0.9810494021476122,3.9467873372959468,0,377.6746825881419,0.8146298238425516,0,51,379.50821529567474,7,378.6919724373729,7.285714285714286,0,364.6131182410172,0.3461015765205957,0,15,365.9791561810998,42,365.63166003889637,0.35714285714285715,0,372.31048247229774,0.3964999166200869,0,28,373.72726601123577,41,373.3293715288746,0.6829268292682927
84,1,395.8524845787906,0.698055588232819,1,32,397.56941065576393,16,396.8698293414782,2.0,0.1794941285278283,0.8205058714721717,1.5197785692310923,0,382.0065394464182,0.9313557627610862,0,58,383.9565164143569,58,383.02364361693617,1.0,1,368.47848102165153,0.2963582477532327,0,43,369.79459153447533,93,369.49684662226355,0.46236559139784944,1,376.22557633486576,0.41468497429741547,0,41,377.6590196005418,7,377.24305857886793,5.857142857142857
85,1,400.067614312924,0.5147748902672902,1,87,401.60146472853376,89,401.0851190753747,0.9775280898876404,2.80215850523291e-11,0.9999999999719784,24.298046007986002,1,386.45487296016654,1.2306520799756981,0,87,388.7053646137356,89,387.4729533266509,0.9775280898876404,1,372.2932301539113,0.5474262954667211,0,75,373.85980427096365,70,373.3110592615558,1.0714285714285714,0,380.1586356011685,0.862721007084474,0,71,382.04105514497496,64,381.1769996215007,1.109375
86,1,404.10216635710094,1.1311239409842528,1,6,406.24979002500186,8,405.1171138890204,0.75,0.00023788299568316962,0.9997621170043168,8.343493708657231,0,391.2041446650401,0.8981208523618989,0,80,393.1206315130694,60,392.2207174783689,1.3333333333333333,0,376.35840219905367,0.4148279864457436,0,9,377.79167163785314,7,377.37561145582004,1.2857142857142858,1,384.5411633917247,0.7122410472948104,0,88,386.27317408681847,96,385.55958509101765,0.9166666666666666
87,1,408.74820266949246,1.0976776728057303,1,72,410.8653126079007,51,409.7659448636696,1.411764705882353,0.0022817387419947766,0.9977182612580052,6.080533174639581,0,395.6186163063976,0.6645314930938184,0,12,397.30226322606904,3,396.63604877266334,4.0,1,380.29022689937847,0.7480517561780289,0,26,382.0569610951934,84,381.30766647675773,0.30952380952380953,1,388.771389595815,1.6977770702214912,0,58,391.4878791302326,6,389.7888343089726,9.666666666666666
88,1,413.3633934010868,0.9976541271898896,1,62,415.38046557159396,43,414.3811004348099,1.441860465116279,0.00432913111498201,0.995670868885018,5.438049894453994,0,399.80058935214765,1.014672964462079,0,71,401.8342295952607,69,400.81788196676644,1.0289855072463767,0,384.5555602085078,0.5665828083292581,0,71,386.1408669378725,64,385.57304442778695,1.109375,1,393.98740466183517,0.7471415353938937,0,52,395.75300819275435,68,395.00464789388934,0.7647058823529411
89,0,417.8787533767754,0.7314591897884384,1,60,419.6286599448067,40,418.8957319178735,1.5,0.01236426830954751,0.9876357316904525,4.380503212239366,0,404.3323696476291,0.9647257841425017,0,59,406.31594261183636,65,405.3496077438467,0.9076923076923077,0,388.637528671592,0.46463847561972216,0,95,390.12096020393074,16,389.6550772858318,5.9375,0,398.2516116517363,0.6813318615895696,0,14,399.9517369651585,57,399.269098241406,0.24561403508771928
90,1,422.1292323883972,1.0813209579209797,1,75,424.2272707519587,70,423.1443482163595,1.0714285714285714,3.100376855247333e-08,0.9999999689962314,17.289157042637253,1,408.8142588614137,0.8813137678080238,0,74,410.7145371424267,60,409.83158663648646,1.2333333333333334,1,392.6213643514202,0.5466543459915556,0,17,394.18649649544386,82,393.6385107934475,0.2073170731707317,1,402.45120244746795,1.2973715794505551,0,98,404.7669818990398,73,403.46823827241315,1.3424657534246576
91,0,426.72545781655936,1.3643853995017707,1,12,429.10922214837046,3,427.74295349261956,4.0,0.09747209358890307,0.9025279064110969,2.225633493525957,0,413.21350050211186,0.7477384727098979,0,14,414.9801726732985,57,414.23064733919455,0.24561403508771928,1,396.68489215226145,0.8812142123933882,0,94,398.5848350264714,46,397.70229696430033,2.0434782608695654,0,407.2654411607655,0.8813295701984316,0,53,409.1652915906161,57,408.28270019521005,0.9298245614035088
92,0,431.6071287196246,0.6647148014744744,1,87,433.2909502562834,76,432.62464493885636,1.144736842105263,1.5635272077041407e-07,0.9999998436472792,15.671151195047734,1,417.4779729730799,0.5447126206709072,0,10,419.0449524227879,44,418.49866508849664,0.22727272727272727,0,401.08352539886255,0.53137891337974,0,12,402.633501813747,3,402.1008452727692,4.0,0,411.66377732140245,1.3981769509846345,0,15,414.0799465402961,42,412.68123270123033,0.35714285714285715
93,0,435.7890014198492,0.9813400788698345,1,24,437.7893787032226,90,436.80649670085404,0.26666666666666666,0.0,1.0,inf,0,421.5433476845501,0.8313586862641387,0,86,423.3939150318038,59,422.5607852866524,1.4576271186440677,1,405.1331434933236,0.46885219734394923,0,24,406.69885756232543,69,406.22868309542537,0.34782608695652173,0,416.5798260466545,1.645790189388208,0,37,419.24549808114534,52,417.59832399274455,0.7115384615384616
94,0,440.2876791503513,1.2144320562365465,1,60,442.52108559629414,61,441.3051266289549,0.9836065573770492,1.110074487886692e-08,0.9999999888992551,18.31625361357467,0,425.89185360301053,0.8814579650643282,0,24,427.79220971104223,90,426.90925564954523,0.26666666666666666,0,409.19748353981413,0.8480547586223111,0,62,411.0641666146694,17,410.21484963578405,3.6470588235294117,0,421.744094429072,0.8975444582174532,0,78,423.6607523385319,34,422.7617346975021,2.2941176470588234
95,1,445.0194840186159,0.7646336558973417,1,33,446.80307152104797,25,446.0368552504224,1.32,0.0008880397465982348,0.9991119602534018,7.025605622003602,1,430.2913058112608,0.5810262423474342,0,54,431.8912317767972,31,431.30839101882884,1.7419354838709677,0,413.56289846851723,0.7143957105581649,0,40,415.29624605039135,15,414.5805019962718,2.6666666666666665,1,426.1591535262414,0.4811658568796702,0,4,427.6594869578257,22,427.1768637204659,0.18181818181818182
96,1,449.30144426436163,0.6166062355041504,1,40,450.937049383414,93,450.31883682950865,0.43010752688172044,0.0,1.0,inf,0,434.3890885703149,0.7312853629118763,0,55,436.1394577549072,60,435.40661585127236,0.9166666666666666,1,417.79471913923044,0.48103430157061666,0,88,419.29507666954305,96,418.81265767879086,0.9166666666666666,0,430.1577281457721,0.9813096591387875,0,77,432.1576515039196,72,431.17507883440703,1.0694444444444444
97,0,453.4335677099298,0.5814070812775753,1,35,455.03406572394306,62,454.45095513924025,0.5645161290322581,4.907185768843192e-14,0.9999999999999509,30.645490687599356,0,438.63783049822086,1.6478701860760339,0,53,441.3044609509525,15,439.65508202655474,3.533333333333333,1,421.79321711690864,0.29814945481484756,0,54,423.11018096172484,78,422.8107428175863,0.6923076923076923,1,434.6562178271706,0.6980638845125213,0,58,436.37294558348367,58,435.6736143429298,1.0
98,0,457.53191461623646,0.5814323651138693,1,53,459.13230872916756,57,458.54933483561035,0.9298245614035088,6.0193487971815784e-09,0.9999999939806512,18.928286750683128,1,443.8027258425718,1.1649644800345413,0,15,445.9869689094485,42,444.8201488273917,0.35714285714285715,0,425.6085710877087,0.6147853988222778,0,7,427.2420819878462,54,426.6259999984177,0.12962962962962962,0,438.8717307705665,0.4497257090988569,0,55,440.3542761808494,60,439.9037445471622,0.9166666666666666
99,0,461.630702015711,0.9462049244903028,0,62,463.580909699318,16,462.63311109831557,3.875,0.9999961955809994,3.8044190006333734e-06,-12.479343467540708,1,448.4845416540629,1.5310095312306657,0,43,451.0348475498613,97,449.50218824343756,0.44329896907216493,1,429.7406984838308,1.081294093746692,0,58,431.8406398567604,6,430.75803416012786,9.666666666666666,1,442.85362314485246,0.5478146405075677,0,56,444.42010323732393,46,443.871092351852,1.2173913043478262
