,harm_other_acceptUp,harm_other_cue_times,harm_other_decision_times,harm_other_decisions,harm_other_punishment_values,harm_other_response_times,harm_other_reward_values,harm_other_trial_times,harm_other_punishment_reward_ratio,harm_other_prob_reject,harm_other_prob_accept,harm_other_SV
0,0,0.0037392504164017737,1.2255880085285753,0,9,2.252682462800294,7,1.0259622100857086,1.2857142857142858,0.8592769041539934,0.14072309584600665,-1.8092971262160442
1,0,4.754082558210939,1.015812308236491,0,53,6.7892303267726675,15,5.772199256054591,3.533333333333333,0.9999274048022437,7.259519775625604e-05,-9.530539187096435
2,1,9.290232595987618,1.2818932577501982,1,43,11.575347969541326,97,10.292060147214215,0.44329896907216493,3.1221506872070037e-06,0.9999968778493128,12.676985348638416
3,0,14.076966928667389,1.3982378708315082,1,54,16.49570094846422,80,15.096178339910693,0.675,0.0022146706431239727,0.997785329356876,6.110434453737295
4,1,18.996745884243865,1.2996034380048513,0,75,21.31541456101695,70,20.014512558234856,1.0714285714285714,0.7204137741382162,0.27958622586178383,-0.946514987825612
5,1,23.816469373297878,0.6157310836715624,1,14,25.451457695337012,57,24.834486120729707,0.24561403508771928,9.214159905512886e-05,0.9999078584009449,9.292091898137942
6,1,27.952776803285815,1.2155558347003534,0,74,30.18777555489214,60,28.970887970237527,1.2333333333333334,0.9595653291188211,0.04043467088117892,-3.1667927926964943
7,1,32.6892432057648,1.0994407519465312,0,32,34.80783294932917,16,33.70709007704863,2.0,0.9907120273975911,0.009287972602408929,-4.6697036096001625
8,0,37.30896637873957,1.149695645144675,0,95,39.47771067015128,16,38.32675794151146,5.9375,0.999999990947025,9.052975068072675e-09,-18.520172387400095
9,1,41.97891205002088,1.0321006646263413,1,24,44.03061365586473,69,42.99720138934208,0.34782608695652173,4.442087545253326e-05,0.9999555791245475,10.02175660930843
10,1,46.53170757915359,0.7825759227853268,0,72,48.33376394963125,51,47.54985153616872,1.411764705882353,0.9927768103111446,0.0072231896888553596,-4.923209235245686
11,0,50.83408552908804,1.6493618187960237,1,38,53.48698314197827,43,51.83634883235209,0.8837209302325582,0.3544476332014641,0.6455523667985359,0.5995457180474125
12,1,55.988069164101034,0.9659113894449547,1,55,57.973455075290985,95,57.0062012692797,0.5789473684210527,7.114100532101819e-05,0.999928858994679,9.550775516421991
13,0,60.47425033268519,1.2492331870016642,1,12,62.72645398176974,23,61.47590840281919,0.5217391304347826,0.19226503714225152,0.8077349628577485,1.4353591665151468
14,0,65.22739027580246,1.0991689501097426,1,7,67.34626604343066,54,66.24584554071771,0.12962962962962962,4.11191734157601e-05,0.9999588808265842,10.098994918757382
15,1,69.84715255984338,1.4158429649542086,0,16,72.28266955219442,10,70.8655086645158,1.6,0.9318969440448067,0.06810305595519328,-2.6162001468382643
16,0,74.78408940066583,1.265673641813919,0,87,77.06926679878961,76,75.80215711094206,1.144736842105263,0.8928915835862259,0.10710841641377405,-2.120623607552595
17,0,79.57051361066988,1.11531192419352,0,40,81.70466914452845,15,80.5885560369934,2.6666666666666665,0.9987363745794797,0.0012636254205202818,-6.672505947232956
18,0,84.20669659646228,1.2992435375927016,0,68,86.525632334291,63,85.22512341698166,1.0793650793650793,0.7531832823122115,0.2468167176877885,-1.1156625734552374
19,1,89.02676497359062,1.2154653657926247,0,82,91.24550420820015,40,90.02878057374619,2.05,0.9999448740856485,5.5125914351508365e-05,-9.805835510025549
20,1,100.75233955000294,1.3657358244527131,0,45,103.13668194762431,40,101.76961634855252,1.125,0.8417668119798585,0.1582331880201415,-1.671433211952573
21,0,105.63801448768936,1.0993024806957692,0,78,107.75619099766482,65,106.65565987798618,1.2,0.9440713184900449,0.055928681509955114,-2.8261243779166048
22,1,110.25757687096484,1.182418925629463,1,53,112.44312744349008,55,111.25934279267676,0.9636363636363636,0.44276031800170124,0.5572396819982988,0.2299668754220097
23,0,114.94411272509024,1.0827332359622233,0,86,117.04599376756232,59,115.96205520106014,1.4576271186440677,0.997645312924704,0.002354687075296011,-6.048989973364204
24,1,119.5471801350941,1.4654337609536014,1,37,122.03243686142378,54,120.56567688134965,0.6851851851851852,0.029211856309287132,0.9707881436907129,3.5035335959987153
25,1,124.53392228996381,1.1321375633706339,0,98,126.68563393037766,73,125.55224916012958,1.3424657534246576,0.994887786031341,0.005112213968659019,-5.270997380587499
26,1,129.18672903889092,1.6500097184907645,0,46,131.85596123035066,40,130.2047651442699,1.15,0.8689016254854691,0.13109837451453088,-1.8912819227113022
27,0,134.3566438953858,1.6332417582161725,1,71,136.99296870804392,64,135.35847381694475,1.109375,0.8221812438191233,0.17781875618087675,-1.531196054168463
28,0,139.49596366391052,0.9992280512233265,0,45,141.51252540241694,42,140.51188263850054,1.0714285714285714,0.7655600014833862,0.23443999851661382,-1.183407908826652
29,1,144.01391957193846,1.1156086148694158,1,88,146.1486447834759,96,145.03170481376583,0.9166666666666666,0.07311603313210702,0.926883966867893,2.539780712947897
30,0,148.65001129877055,1.1492211771546863,1,60,150.81789080204908,70,149.66785421944223,0.8571428571428571,0.08696919272845594,0.9130308072715441,2.3512156735553242
31,1,153.31928220618283,1.6499682370922528,0,33,155.97208105382742,25,154.32090748625342,1.32,0.9366383501922854,0.06336164980771468,-2.6934384562922418
32,1,158.47273132391274,1.0832476051873527,0,66,160.55884786054958,59,159.47474534384673,1.11864406779661,0.8391632998277779,0.16083670017222207,-1.6520157581896235
33,0,163.05984696926316,1.1994266877882183,1,45,165.2784570189542,92,164.07764129748102,0.4891304347826087,1.6416213463599227e-05,0.9999835837865364,11.017224669325355
34,0,167.77949365851237,0.8649180486099795,0,78,169.64758167485707,34,168.78133898746455,2.2941176470588234,0.9999692784838898,3.072151611021846e-05,-10.3905165763684
35,0,172.1489758444368,1.04879395844182,1,28,174.21738970692968,41,173.1672233073623,0.6829268292682927,0.0902975267729309,0.9097024732270691,2.310007522508782
36,0,176.71859977813438,0.9327393199200742,0,51,178.67057421297068,7,177.73656793311238,7.285714285714286,0.9999840005942592,1.599940574076554e-05,-11.042942978082666
37,0,181.17205134528922,1.131822699913755,1,55,183.32350935664726,60,182.19047421519645,0.9166666666666666,0.26691474359024636,0.7330852564097536,1.0103327117193568
38,0,185.8249947851873,0.9991119033657014,0,28,187.8435136548942,18,186.84311898914166,1.5555555555555556,0.9645070639275571,0.03549293607244289,-3.3022834634393243
39,0,190.34430259128567,1.6159345399937592,1,71,192.96344858047087,69,191.3462447101483,1.0289855072463767,0.5771617397626687,0.42283826023733134,-0.3111327963536576
40,0,202.47049725515535,1.065461573190987,0,62,204.55454169790028,17,203.48817622556817,3.6470588235294117,0.9999836481355387,1.635186446121704e-05,-11.021152280799075
41,0,207.0556644606404,1.0988845063257031,1,35,209.15752100932878,62,208.05732924683252,0.5645161290322581,0.00274470765311563,0.9972552923468844,5.8953322300198305
42,1,211.65922648680862,1.4160140262101777,0,58,214.09425241855206,6,212.67688846960664,9.666666666666666,0.9999973098115073,2.6901884927562237e-06,-12.82589660495673
43,1,216.59548777365126,1.0485051689320244,1,28,218.66362430353183,82,217.61374313780107,0.34146341463414637,4.486082539445491e-06,0.9999955139174606,12.314526236601528
44,0,221.16490034986055,1.0324068367481232,1,37,223.2004419940058,52,222.16665046918206,0.7115384615384616,0.04673015723924612,0.9532698427607539,3.01550829287279
45,1,225.7014829792315,1.1660902729490772,1,43,227.88687157683307,93,226.7194436279824,0.46236559139784944,8.286001540014354e-06,0.99999171399846,11.70093474241582
46,0,230.38777152530383,1.149484287656378,0,14,232.55647354514804,7,231.40572427288862,2.0,0.948267021957822,0.051732978042178045,-2.90854068000969
47,0,235.05737151834182,1.0494793889229186,0,12,237.1262187625398,3,236.07544712984236,4.0,0.9690784993891549,0.03092150061084505,-3.444893864744076
48,1,239.62760187039385,1.7995173147064634,0,41,242.4461887695361,7,240.64533417404164,5.857142857142857,0.9998558419136925,0.00014415808630755667,-8.844455870495374
49,0,244.94770106225042,1.5161093939095736,1,24,247.48313524987316,90,245.96575297007803,0.26666666666666666,2.643418840486689e-07,0.999999735658116,15.14602229193143
50,0,249.9839431492146,0.9491635773447342,1,15,251.9361716081039,42,250.98574265110074,0.35714285714285715,0.004442642356781934,0.9955573576432181,5.412053413935239
51,0,254.43736034602625,0.8990532762836665,0,62,256.355406960065,17,255.45503418066073,3.6470588235294117,0.9999836481355387,1.635186446121704e-05,-11.021152280799075
52,1,258.85668853722746,1.165927903028205,1,58,261.0256505071302,58,259.8584971255623,1.0,0.5342559317718589,0.46574406822814113,-0.13723872368275308
53,1,263.52676062792307,0.8483717174385674,1,54,265.39469852123875,78,264.5450740660308,0.6923076923076923,0.0036028915477707146,0.9963971084522293,5.622409150611403
54,1,267.89631392480806,0.9994528407696635,1,3,269.9149114115862,18,268.91408099379623,0.16666666666666666,0.10029651444039733,0.8997034855596027,2.1939343055289027
55,0,272.4159433103632,1.0492067969753407,0,60,274.484415246814,40,273.4338905271143,1.5,0.9930989989378027,0.00690100106219725,-4.96916387333351
56,1,276.98539578769123,1.3162335220258683,0,56,279.3210856586811,46,278.00358399149263,1.2173913043478262,0.932496951399206,0.06750304860079401,-2.625693120920827
57,1,281.82233484089375,1.3329149639466777,0,97,284.1743960310705,61,282.84022714418825,1.5901639344262295,0.9996576383449961,0.0003423616550038833,-7.979300488584304
58,1,286.67554960859707,1.1487640918348916,1,50,288.82732445868896,62,287.6773254068685,0.8064516129032258,0.06929293891060329,0.9307070610893967,2.597601568638922
59,0,291.32867280120263,1.2488732865895145,0,96,293.5972683126456,89,292.34712293028133,1.0786516853932584,0.7164860672530661,0.2835139327469339,-0.9270975340626644
60,0,303.10426246892894,1.1324133157613687,1,59,305.2553898143815,65,304.1216593659483,0.9076923076923077,0.20570674806476053,0.7942932519352395,1.3510011264992472
61,0,307.75616176321637,0.8984496233751997,0,50,309.65802431677,7,308.75834526418475,7.142857142857143,0.9999800666071703,1.9933392829645278e-05,-10.823094267323937
62,1,312.15911428950494,0.8988039929536171,0,42,314.0775923099136,67,313.17753202363383,0.6268656716417911,0.003771685373902045,0.996228314626098,5.5764545125236
63,1,316.57851833238965,1.5490693157771602,0,15,319.13077499868814,19,317.5804786240915,0.7894736842105263,0.5498927996264329,0.45010720037356716,-0.20023757201288567
64,0,321.6320897609694,1.68264648062177,0,58,324.31778374058194,58,322.63381854700856,1.0,0.5342559317718589,0.46574406822814113,-0.13723872368275308
65,1,326.81869791122153,1.5494548951392062,1,19,329.3713970456156,37,327.8206234375248,0.5135135135135135,0.035141614507173125,0.9648583854928269,3.3125953130854993
66,1,331.87244237645064,1.3656994788325392,1,52,334.25762743875384,68,332.89057882729685,0.7647058823529411,0.026033821566065707,0.9739661784339343,3.62198005649923
67,0,336.7592629903811,1.081529090704862,1,7,338.860938601254,54,337.77810857538134,0.12962962962962962,4.11191734157601e-05,0.9999588808265842,10.098994918757382
68,0,341.3619452161365,1.132716327381786,1,22,343.51416529976996,31,342.3801938642282,0.7096774193548387,0.2334426156477164,0.7665573843522836,1.1889732714315444
69,0,346.01525606261566,1.115342738921754,0,41,348.1500405332772,22,347.0333810566808,1.8636363636363635,0.9944271824031641,0.005572817596835919,-5.1842660970509575
70,0,350.65168714663014,1.5323843182995915,0,77,353.18710000097053,72,351.6534143523895,1.0694444444444444,0.7105768099690273,0.2894231900309727,-0.8981871062171469
71,0,355.68854631850263,1.049051142996177,1,14,357.7571126745315,57,356.7065745227155,0.24561403508771928,9.214159905512886e-05,0.9999078584009449,9.292091898137942
72,1,360.25757568574045,1.0318995787529275,1,40,362.29292888590135,93,361.2596023476217,0.43010752688172044,4.2845922871848074e-06,0.9999957154077128,12.360480874688356
73,1,364.7946011782624,0.8158167328801937,1,15,366.6296423593885,42,365.81238681508694,0.35714285714285715,0.004442642356781934,0.9955573576432181,5.412053413935239
74,1,369.1305245301337,0.8158404364949092,1,26,370.96582684642635,84,370.1486550550326,0.30952380952380953,1.7740406939026343e-06,0.9999982259593061,13.242248961231969
75,0,373.4664498573402,1.1986164181143977,1,6,375.668446810625,26,374.46854091406567,0.23076923076923078,0.029699102925029974,0.97030089707497,3.4864893857564025
76,0,378.16990023927065,1.1161447123158723,0,87,380.30527967144735,85,379.1878648386337,1.0235294117647058,0.4811363933142804,0.5188636066857196,0.07549025651405486
77,1,382.80650594015606,1.2828311320627108,0,14,385.10847421200015,8,383.8243856014451,1.75,0.9349007915643724,0.06509920843562753,-2.6645280284467283
78,1,387.60910709941527,1.1322505507268943,0,46,389.74492465402,36,388.61135143978754,1.2777777777777777,0.946207738796643,0.05379226120335695,-2.8673325289631464
79,1,392.2455733438255,1.399351942294743,0,6,394.6479419703246,8,393.24728751264047,0.75,0.7121273047850789,0.2878726952149211,-0.9057383423768959
80,1,404.1553631873103,1.0321109361830167,0,54,406.2059598081396,31,405.17253766511567,1.7419354838709677,0.9971174276540656,0.002882572345934357,-5.846185472847787
81,0,408.7066796088475,0.8829000306432135,0,43,410.60897238366306,7,409.7247816894087,6.142857142857143,0.9999071240821413,9.287591785866572e-05,-9.284153292012832
82,1,413.1112352919299,1.199126441613771,0,12,415.3285305792815,9,414.12818458507536,1.3333333333333333,0.8787683296181534,0.12123167038184655,-1.9808179553663092
83,1,417.829927514249,1.0321820471435785,1,10,419.8812664542929,44,418.84784786682576,0.22727272727272727,0.0009116682865289993,0.999088331713471,6.9993222708548135
84,1,422.38241450098576,0.9989250396029092,1,25,424.40111865417566,37,423.40094048174797,0.6756756756756757,0.11988674964875079,0.8801132503512492,1.9935030485331222
85,0,426.90227934275754,1.2659809991600923,0,80,429.1877613327233,60,427.92041737382533,1.3333333333333333,0.9888586177201607,0.011141382279839337,-4.485885057248868
86,1,431.6891748602502,1.1658018786110915,0,53,433.87436316203093,40,432.7072611383628,1.325,0.9686358402012787,0.03136415979872131,-3.430222898022407
87,1,436.3750995553564,0.9992268660571426,1,4,438.37735811789753,22,437.3767110083136,0.18181818181818182,0.0497300747128806,0.9502699252871194,2.9501362010220156
88,1,440.87905806448543,1.0481018119608052,0,42,442.93034011573764,39,441.8809717389522,1.0769230769230769,0.7783194618754755,0.22168053812452446,-1.2558997312393476
89,1,445.43143838475225,1.132267143286299,0,94,447.5835122959106,46,446.4505379938055,2.0434782608695654,0.9999829602408262,1.703975917378384e-05,-10.97994412975253
90,1,450.0849696751684,1.2660935915191658,0,87,452.3704046529019,89,451.10300854599336,0.9775280898876404,0.25892932266584334,0.7410706773341567,1.0515408627659009
91,1,454.8711615893408,1.3496050972607918,0,62,457.2401108382619,43,455.8892486576224,1.441860465116279,0.9907773127007273,0.00922268729927272,-4.676823340162086
92,0,459.7412944404059,1.1657647428801283,1,45,461.9262745451415,60,460.7591381511884,0.75,0.03883516308891111,0.9611648369110889,3.20881981930665
93,0,464.42747118428815,1.4827081891126,1,53,466.9294958708342,57,465.4454274873715,0.9298245614035088,0.32783527203755525,0.6721647279624448,0.7179921785479307
94,0,469.4306885593687,0.9320819387794472,0,62,471.38238803186687,16,470.44909483671654,3.875,0.9999871886331225,1.2811366877434413e-05,-11.265164932362035
95,0,473.88380353472894,1.3984828085522167,1,60,476.3026683196076,61,474.9028987980564,0.9836065573770492,0.4613020947842147,0.5386979052157853,0.15510180948867347
96,0,478.8037258973345,1.1319684772752225,1,56,480.95532731577987,59,479.822211976978,0.9491525423728814,0.3666834697252287,0.6333165302747713,0.546471349397667
97,1,483.4564943253645,1.6325116858934052,1,69,486.09228936152067,61,484.4584806910134,1.1311475409836065,0.8609899485792569,0.13901005142074307,-1.8235365873398877
98,1,488.5939118762035,1.0985068282461725,1,17,490.71226695366204,82,489.6125812639948,0.2073170731707317,3.9957575936888645e-07,0.9999996004242406,14.732862054676225
99,1,493.21345806191675,0.9317030754755251,1,15,495.1650583741721,56,494.2319706106791,0.26785714285714285,0.00014651583268909807,0.9998534841673109,8.828230535816305
